OBJECTID,subcatchments_recon_aa_20211027_Id,subcatchments_recon_aa_20211027_Shape_Area,gridcode_float,AREA,PERCENTAGE
733,32,0.000060827432944,5,0.000002049222599,3.368911854484459
734,32,0.000060827432944,6,0.000001513587095,2.488329725009157
735,32,0.000060827432944,7,0.000000770014371,1.265899831542939
736,32,0.000060827432944,8,0.000001658768458,2.727007170645553
737,32,0.000060827432944,9,0.000001421676828,2.337229698563616
738,32,0.000060827432944,10,0.000001644057266,2.702822043207452
739,32,0.000060827432944,11,0.000002126526458,3.495999017113199
740,32,0.000060827432944,12,0.000002314672073,3.805309480521435
741,32,0.000060827432944,13,0.000001668972885,2.743783198799522
742,32,0.000060827432944,14,0.000002070369012,3.403676452868264
743,32,0.000060827432944,15,0.000001310849653,2.155030369183890
744,32,0.000060827432944,16,0.000001466041791,2.410165479957105
745,32,0.000060827432944,17,0.000001248053248,2.051793389900901
746,32,0.000060827432944,18,0.000001221385532,2.007951795865845
747,32,0.000060827432944,19,0.000001131174089,1.859644628195390
748,32,0.000060827432944,20,0.000001321648953,2.172784364768080
749,32,0.000060827432944,21,0.000000882949768,1.451565066632396
750,32,0.000060827432944,22,0.000001004212246,1.650919983650121
751,32,0.000060827432944,23,0.000001205526535,1.981879682648616
752,32,0.000060827432944,24,0.000000824071411,1.354769339412809
753,32,0.000060827432944,25,0.000000932872674,1.533638079392442
754,32,0.000060827432944,26,0.000001087194200,1.787341906714384
755,32,0.000060827432944,27,0.000001284262470,2.111321172558734
756,32,0.000060827432944,28,0.000001209350071,1.988165557700805
757,32,0.000060827432944,29,0.000001328562619,2.184150398266768
758,32,0.000060827432944,30,0.000001796480391,2.953404909815529
759,32,0.000060827432944,31,0.000001688874484,2.776501329169651
760,32,0.000060827432944,32,0.000001491786610,2.452489834446802
761,32,0.000060827432944,33,0.000001334308850,2.193597173208801
762,32,0.000060827432944,34,0.000001207720143,1.985485962813917
763,32,0.000060827432944,35,0.000001538928583,2.529991005850905
764,32,0.000060827432944,36,0.000001064851950,1.750611358065579
765,32,0.000060827432944,37,0.000001267097067,2.083101333287106
766,32,0.000060827432944,38,0.000000998566712,1.641638754362410
767,32,0.000060827432944,39,0.000001058840725,1.740728933601404
768,32,0.000060827432944,40,0.000000751503525,1.235468092211160
769,32,0.000060827432944,41,0.000000667822856,1.097897484757925
770,32,0.000060827432944,42,0.000000590256036,0.970378015076054
771,32,0.000060827432944,43,0.000000589736106,0.969523251993366
772,32,0.000060827432944,44,0.000000457806537,0.752631691235571
773,32,0.000060827432944,45,0.000000311782400,0.512568728459618
774,32,0.000060827432944,46,0.000000168790303,0.277490426500923
775,32,0.000060827432944,47,0.000000168790303,0.277490426428257
776,32,0.000060827432944,48,0.000000142139203,0.233676148643366
777,32,0.000060827432944,49,0.000000053302201,0.087628555704103
778,32,0.000060827432944,51,0.000000044418501,0.073023796447611
779,32,0.000060827432944,52,0.000000008883700,0.014604759282916
780,32,0.000060827432944,54,0.000000017767400,0.029209518593358
781,33,0.000005530613047,1,0.000000001772966,0.032057307673573
782,33,0.000005530613047,3,0.000000007110815,0.128571906328247
783,33,0.000005530613047,4,0.000000004979213,0.090030034188376
784,33,0.000005530613047,5,0.000000000546981,0.009890064627096
785,33,0.000005530613047,6,0.000000026392928,0.477215239694267
786,33,0.000005530613047,7,0.000000008883700,0.160627765672854
787,33,0.000005530613047,8,0.000000032991727,0.596529302987989
788,33,0.000005530613047,9,0.000000073556183,1.329982444147630
